StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q14,Q114,Q114_1_TEXT,Q1,Q2,Q15,Q85,Q17,Q120,Q18,Q19,Q20,Q21,Q23,Q24,Q25,Q26,Q27,Q115,Q50,Q51,Q52,Q53,Q68,Q69,Q70,Q70_3_TEXT,Q71,Q34,Q93,Q37,Q95,Q87,Q92,Q40,Q40_3_TEXT,Q41,Q41_3_TEXT,Q111,Q42,Q42_3_TEXT,Q43,Q44,Q94,Q47,Q97,Q98,Q99,Q54,Q54_3_TEXT,Q55,Q55_3_TEXT,Q112,Q56,Q56_3_TEXT,Q57,Q57_3_TEXT,Q58,Q58_3_TEXT,Q59,Q59_3_TEXT,Q60,Q61,Q104,Q64,Q106,Q102,Q103,Q72,Q73,Q113,Q74,Q75,Q76,Q77,Q78,Q109,Q110,Q82,Q82_3_TEXT,Q101,Q107,Q108,Treatment Group
3/12/21 10:42,3/12/21 10:45,IP Address,*******,100,203,TRUE,3/12/21 10:45,R_2QAtq1AHr4Cfn1X,*******,*******,*******,*******,*******,*******,anonymous,EN,"Yes, I give my consent to be the subject of the research.",,,Asian or Asian American,Female,19,"Some College, No Diploma",,Yes,Independent,Liberal,50k-100k,No,,,Yes,Southwest,Somewhat Support,Neither Support Nor Oppose,Strongly disagree,Strongly agree,Moderately Hardworking,Extremely Intelligent,Yes,Worse,Yes,,Extremely important,Agree,Moderately Agree,Disagree,Completely Agree,Moderately Disagree,Completely Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Retail Control Group
3/12/21 10:42,3/12/21 10:47,IP Address,*******,100,300,TRUE,3/12/21 10:47,R_2QSURuQeClO2XfV,*******,*******,*******,*******,*******,*******,anonymous,EN,"Yes, I give my consent to be the subject of the research.",,,"White,Asian or Asian American",Female,19,"Some College, No Diploma",,Yes,Democrat,Liberal,300k-500k,No,,,No,Southwest,Neither Support Nor Oppose,Neither Support Nor Oppose,Strongly disagree,Strongly agree,Extremely Hardworking,Extremely Intelligent,Yes,Worse,Yes,,Very important,,,,,,,,,,,,,,,,,,,,,Yes,,No,,No,No,,No,,No,,No,,,Disagree,Moderately Disagree,Disagree,Completely Agree,Moderately Disagree,Moderately Agree,,,,,,,,,,,,,,,,Racial Resentment Treatment
3/12/21 10:56,3/12/21 10:59,IP Address,*******,100,177,TRUE,3/12/21 10:59,R_31KopovOMb28gF9,*******,*******,*******,*******,*******,*******,anonymous,EN,"Yes, I give my consent to be the subject of the research.",,,Asian or Asian American,Female,18,High School Degree or GED,,Yes,Independent,Moderate,50k-100k,No,,,No,Southeast,Somewhat Support,Neither Support Nor Oppose,Somewhat disagree,Somewhat agree,Marginally Hardworking,Neutral,Yes,Worse,No,,Moderately important,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,Yes,Yes,,Agree,Moderately Disagree,Disagree,,Completely Agree,Moderately Disagree,Completely Agree,Linked Fate Treatment
3/12/21 11:07,3/12/21 11:12,IP Address,*******,100,305,TRUE,3/12/21 11:13,R_1mC2hNjn4hdLbC2,*******,*******,*******,*******,*******,*******,anonymous,EN,"Yes, I give my consent to be the subject of the research.",,,White,Female,20,"Some College, No Diploma",,Yes,Independent,Moderate,0k-24k,No,,,No,Midwest,Neither Support Nor Oppose,Neither Support Nor Oppose,Strongly disagree,Strongly agree,Neutral,Neutral,No,Worse,Yes,,Slightly important,,,,,,,No,,No,,No,No,,,Agree,Neither Agree Nor Disagree,Disagree,Completely Agree,Completely Disagree,Completely Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Race Neutral Control Group
3/12/21 12:11,3/12/21 12:18,IP Address,*******,100,413,TRUE,3/12/21 12:18,R_3s6VMKv2vNW7fo6,*******,*******,*******,*******,*******,*******,anonymous,EN,"Yes, I give my consent to be the subject of the research.",,,White,Female,19,High School Degree or GED,,Yes,Democrat,Liberal,50k-100k,No,,,No,Northeast,Neither Support Nor Oppose,Neither Support Nor Oppose,Strongly disagree,Strongly agree,Moderately Hardworking,Moderately Intelligent,Yes,Worse,Yes,,Very important,,,,,,,,,,,,,,,,,,,,,Yes,,Explain your opinion,Unsure,No,No,,No,,No,,No,,,Agree,Moderately Disagree,Disagree,Completely Agree,Completely Disagree,Neither Agree Nor Disagree,,,,,,,,,,,,,,,,Racial Resentment Treatment
3/12/21 13:46,3/12/21 13:50,IP Address,*******,100,268,TRUE,3/12/21 13:50,R_2pWzLN6DLkBYk9X,*******,*******,*******,*******,*******,*******,anonymous,EN,"Yes, I give my consent to be the subject of the research.",,,Asian or Asian American,Male,21,"Some College, No Diploma",,Yes,Democrat,Liberal,50k-100k,No,,,No,Northeast,Somewhat Oppose,Strongly Oppose,Strongly disagree,Strongly agree,Neutral,Neutral,No,Worse,Yes,,Moderately important,Agree,Moderately Disagree,Disagree,Completely Agree,Completely Disagree,Completely Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Retail Control Group
3/12/21 11:32,3/12/21 14:25,IP Address,*******,100,10377,TRUE,3/12/21 14:25,R_33g0C8In3h98JOZ,*******,*******,*******,*******,*******,*******,anonymous,EN,"Yes, I give my consent to be the subject of the research.",,,Asian or Asian American,Female,20,"Some College, No Diploma",,Yes,Democrat,Liberal,50k-100k,No,,,No,Southeast,Somewhat Support,Neither Support Nor Oppose,Strongly disagree,Strongly agree,Moderately Hardworking,Moderately Intelligent,Yes,Worse,Yes,,Very important,,,,,,,No,,No,,No,No,,,Agree,Moderately Disagree,Disagree,Completely Disagree,Moderately Disagree,Completely Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Race Neutral Control Group
3/12/21 14:31,3/12/21 14:36,IP Address,*******,100,304,TRUE,3/12/21 14:36,R_3OlesSM1r8DkxaH,*******,*******,*******,*******,*******,*******,anonymous,EN,"Yes, I give my consent to be the subject of the research.",,,White,Male,22,High School Degree or GED,,Yes,Democrat,Liberal,25k-50k,No,,,No,Northeast,Neither Support Nor Oppose,Neither Support Nor Oppose,Strongly disagree,Strongly agree,Neutral,Neutral,Yes,Worse,Yes,,Moderately important,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,No,No,No,No,,Disagree,Neither Agree Nor Disagree,Disagree,,Completely Agree,Completely Disagree,Completely Agree,Linked Fate Treatment
3/12/21 15:53,3/12/21 16:03,IP Address,*******,100,597,TRUE,3/12/21 16:03,R_2wdklkLS93vVNZc,*******,*******,*******,*******,*******,*******,anonymous,EN,"Yes, I give my consent to be the subject of the research.",,,Black or African-American,Male,22,High School Degree or GED,,Yes,Independent,Moderate,300k-500k,No,,,No,Northeast,Neither Support Nor Oppose,Neither Support Nor Oppose,Strongly disagree,Strongly agree,Moderately Hardworking,Moderately Intelligent,Yes,Worse,Yes,,Moderately important,,,,,,,,,,,,,,,,,,,,,Yes,,No,,No,No,,No,,Explain your opinion,idk how much it occurs with non black players so that could be a possibility ,No,,,Disagree,Neither Agree Nor Disagree,Disagree,Completely Agree,Moderately Disagree,Completely Agree,,,,,,,,,,,,,,,,Racial Resentment Treatment
3/12/21 17:42,3/12/21 17:49,IP Address,*******,100,415,TRUE,3/12/21 17:49,R_wXjoBcUipdlccff,*******,*******,*******,*******,*******,*******,anonymous,EN,"Yes, I give my consent to be the subject of the research.",,,"White,Asian or Asian American",Male,19,"Some College, No Diploma",,Yes,Independent,Liberal,300k-500k,No,,,No,Southeast,Somewhat Support,Somewhat Support,Strongly disagree,Somewhat agree,Neutral,Neutral,Yes,Worse,No,,Slightly important,,,,,,,Yes,,Yes,,No,No,,,Agree,Moderately Disagree,Disagree,Completely Agree,Moderately Disagree,Completely Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Race Neutral Control Group
3/13/21 8:16,3/13/21 8:20,IP Address,*******,100,217,TRUE,3/13/21 8:20,R_1kMmUp6m0hFKrUL,*******,*******,*******,*******,*******,*******,anonymous,EN,"Yes, I give my consent to be the subject of the research.",,,Asian or Asian American,Female,19,High School Degree or GED,,No,Democrat,Liberal,25k-50k,No,,,No,Foreign Country,Neither Support Nor Oppose,Neither Support Nor Oppose,Strongly disagree,Strongly agree,Neutral,Neutral,Yes,Worse,Explain your opinion here.,"There are so many factors at play I can’t just give a yes or no, black or white. ",Extremely important,Disagree,Completely Disagree,Disagree,Completely Agree,Moderately Disagree,Completely Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Retail Control Group
3/13/21 8:46,3/13/21 8:53,IP Address,*******,100,402,TRUE,3/13/21 8:53,R_2E1dfDX1TtRwFCF,*******,*******,*******,*******,*******,*******,anonymous,EN,"Yes, I give my consent to be the subject of the research.",,,White,Male,20,High School Degree or GED,,No,Democrat,Liberal,25k-50k,No,,,No,Foreign Country,Neither Support Nor Oppose,Neither Support Nor Oppose,Strongly disagree,Strongly agree,Neutral,Neutral,No,Worse,Explain your opinion here.,"Too complicated for a yes or no answer, but the way this country is built has favoured white people since the beggining. Given that that system hasn't changed that much-- ",Extremely important,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,No,,,,,No,,No,,,Disagree,Neither Agree Nor Disagree,Disagree,Completely Agree,Completely Disagree,Moderately Agree,,,,,,,,,,,,,,,,Racial Resentment Treatment
3/13/21 9:10,3/13/21 9:17,IP Address,*******,100,428,TRUE,3/13/21 9:17,R_2f1FgZ61pFL4Vhb,*******,*******,*******,*******,*******,*******,anonymous,EN,"Yes, I give my consent to be the subject of the research.",,,White,Female,22,"Some College, No Diploma",,Yes,Independent,Moderate,50k-100k,No,,,No,Southwest,Somewhat Support,Neither Support Nor Oppose,Somewhat agree,Somewhat disagree,Neutral,Moderately Intelligent,No,Worse,No,,Moderately important,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,Yes,No,No,No,,Disagree,Completely Disagree,"Agree,Disagree",,Moderately Disagree,Moderately Disagree,Moderately Disagree,Linked Fate Treatment
3/14/21 20:42,3/14/21 20:50,IP Address,*******,100,536,TRUE,3/14/21 20:50,R_2E4ZIxCX0Y6bgcb,*******,*******,*******,*******,*******,*******,anonymous,EN,"Yes, I give my consent to be the subject of the research.",,,White,Male,39,High School Degree or GED,,Yes,Democrat,Liberal,50k-100k,No,,,No,Southwest,Strongly Support,Somewhat Oppose,Strongly disagree,Strongly agree,Moderately Hardworking,Moderately Intelligent,Yes,Worse,Yes,,Extremely important,,,,,,,No,,No,,No,No,,No.,Agree,Moderately Disagree,Disagree,Completely Agree,Completely Disagree,Moderately Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Race Neutral Control Group
3/14/21 20:40,3/14/21 20:54,IP Address,*******,100,856,TRUE,3/14/21 20:54,R_2DSxQdITBzVacVp,*******,*******,*******,*******,*******,*******,anonymous,EN,"Yes, I give my consent to be the subject of the research.",,,Prefer not to say,Prefer Not to Say,47,Bachelor's Degree,Yes,Yes,Independent,Liberal,50k-100k,No,No,,No,Southwest,Somewhat Support,Somewhat Support,Strongly disagree,Strongly agree,Moderately Hardworking,Moderately Intelligent,Yes,Worse,No,,Moderately important,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,No,Yes,No,No,,Disagree,Moderately Disagree,"Disagree,Explain your opinion.","Seeing as a ""cure"" for Covid isn't on the horizon and we've seen how well bubbles and testing work , bo sports until a cure is found is too harsh.",Completely Agree,Moderately Disagree,Moderately Disagree,Linked Fate Treatment
3/14/21 20:58,3/14/21 21:09,IP Address,*******,100,646,TRUE,3/14/21 21:09,R_3Ej0nhuhLYVxOBB,*******,*******,*******,*******,*******,*******,anonymous,EN,"Yes, I give my consent to be the subject of the research.",,,White,Male,27,"Master's Degree (MS, MBA, MED)",No,Yes,Independent,Conservative,50k-100k,No,No,,No,Northwest,Neither Support Nor Oppose,Neither Support Nor Oppose,Somewhat agree,Strongly disagree,Marginally Lazy,Marginally Unintelligent,Yes,Worse,No,,Moderately important,Disagree,Completely Disagree,Agree,Moderately Disagree,Neither Agree Nor Disagree,Moderately Disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Retail Control Group
3/14/21 21:09,3/14/21 21:16,IP Address,*******,100,460,TRUE,3/14/21 21:16,R_1jWi7GaabEOfcDo,*******,*******,*******,*******,*******,*******,anonymous,EN,"Yes, I give my consent to be the subject of the research.",,,White,Male,22,Bachelor's Degree,Yes,Yes,Independent,Liberal,50k-100k,No,No,,Yes,Southwest,Strongly Support,Neither Support Nor Oppose,Strongly disagree,Strongly agree,Neutral,Neutral,No,Worse,No,,Moderately important,,,,,,,,,,,,,,,,,,,,,No,,No,,No,No,,No,,No,,No,,,Disagree,Completely Disagree,Agree,Completely Agree,Completely Disagree,Moderately Disagree,,,,,,,,,,,,,,,,Racial Resentment Treatment
3/14/21 21:33,3/14/21 21:39,IP Address,*******,100,381,TRUE,3/14/21 21:39,R_3I0q0TX3x8Yxw9l,*******,*******,*******,*******,*******,*******,anonymous,EN,"Yes, I give my consent to be the subject of the research.",,,White,Male,25,"Master's Degree (MS, MBA, MED)",Yes,Yes,Democrat,Liberal,100k-300k,No,No,,No,Southwest,Strongly Support,Somewhat Oppose,Strongly disagree,Strongly agree,Neutral,Neutral,Yes,Worse,Explain your opinion here.,"Consistently disenfranchised by gerrymandering, voting laws, Senate/EC makeup, etc.",Very important,,,,,,,,,,,,,,,,,,,,,Yes,,No,,No,No,,No,,Yes,,No,,,Agree,Completely Disagree,Disagree,Completely Agree,Completely Disagree,Moderately Agree,,,,,,,,,,,,,,,,Racial Resentment Treatment
3/14/21 21:44,3/14/21 21:50,IP Address,*******,100,402,TRUE,3/14/21 21:50,R_3dRGZqzGa02z6r1,*******,*******,*******,*******,*******,*******,anonymous,EN,"Yes, I give my consent to be the subject of the research.",,,White,Female,24,Bachelor's Degree,Yes,Yes,Democrat,Moderate,25k-50k,No,No,,No,Southwest,Strongly Support,Neither Support Nor Oppose,Strongly disagree,Somewhat agree,Marginally Hardworking,Extremely Intelligent,No,Worse,No,,Moderately important,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,Yes,Yes,No,No,,Agree,Neither Agree Nor Disagree,Agree,,Neither Agree Nor Disagree,Moderately Disagree,Moderately Disagree,Linked Fate Treatment
3/15/21 0:52,3/15/21 1:01,IP Address,*******,100,540,TRUE,3/15/21 1:01,R_3rOooUeEGU6Roae,*******,*******,*******,*******,*******,*******,anonymous,EN,"Yes, I give my consent to be the subject of the research.",,,White,Male,21,Bachelor's Degree,Yes,Yes,Republican,Conservative,500k+,No,No,,No,West Coast,Neither Support Nor Oppose,Somewhat Oppose,Somewhat agree,Strongly disagree,Neutral,Neutral,No,Worse,No,,Not at all important,,,,,,,"Yes,Explain your opinion.","A college student doesn't just magically have enough money to buy high-end cars, and it's practically an open secret that star athletes are paid ","Yes,Explain your opinion","If he's found to have broken the rules, he should be punished for it. Honestly, being stupid enough to get caught should be the real punishable offense.",No,"Yes,Explain your opinion","If he's this bad at covering things up and has a messy personal life, that's a liability for a professional organization. Look at Manziel if you need an example.",,Disagree,Completely Disagree,Agree,Moderately Agree,Moderately Agree,Completely Disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Race Neutral Control Group
3/15/21 3:14,3/15/21 3:17,IP Address,*******,100,177,TRUE,3/15/21 3:17,R_272suuRcYtsGk3U,*******,*******,*******,*******,*******,*******,anonymous,EN,"Yes, I give my consent to be the subject of the research.",,,Asian or Asian American,Male,18,"Some High School, No Diploma",,Yes,Republican,Conservative,100k-300k,No,,,No,West Coast,Somewhat Support,Neither Support Nor Oppose,Neither agree nor disagree,Somewhat agree,Neutral,Neutral,Yes,Worse,No,,Moderately important,Agree,Completely Disagree,Disagree,Completely Agree,Neither Agree Nor Disagree,Moderately Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Retail Control Group
3/15/21 18:47,3/15/21 18:52,IP Address,*******,100,298,TRUE,3/15/21 18:52,R_2WISKd4Y0QRwglC,*******,*******,*******,*******,*******,*******,anonymous,EN,"Yes, I give my consent to be the subject of the research.",,,"White,Asian or Asian American",Female,27,Bachelor's Degree,No,Yes,Independent,Liberal,0k-24k,Yes,No,,No,West Coast,Strongly Support,Strongly Oppose,Strongly disagree,Strongly agree,Extremely Hardworking,Extremely Intelligent,Yes,Worse,Yes,,Extremely important,Agree,Completely Disagree,Disagree,Completely Agree,Completely Disagree,Completely Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Retail Control Group
3/15/21 17:33,3/15/21 19:03,IP Address,*******,100,5361,TRUE,3/15/21 19:03,R_WvQH6S1CwebIJBT,*******,*******,*******,*******,*******,*******,anonymous,EN,"Yes, I give my consent to be the subject of the research.",,,Asian or Asian American,Female,57,Bachelor's Degree,No,Yes,Democrat,Moderate,100k-300k,No,No,,Yes,West Coast,Strongly Support,Somewhat Support,Strongly disagree,Strongly agree,Moderately Hardworking,Extremely Intelligent,Yes,Worse,Explain your opinion here.,"It seems the opportunities to Black Americans are fewer than that of White Americans, or access to opportunities should they truly be equally available seem to be more difficult to access either by limited/obscure information dissemination",Extremely important,,,,,,,,,,,,,,,,,,,,,"Yes,Explain your opinion",There seems to be perceived conflict of interest with his father's agency violate the NCAA rules prohibiting athletes from taking monetary gifts,No,,No,No,,"Yes,Explain your opinion","Until NCAA officially changes its rules regarding college athletes receiving compensation, all athletes needs to follow the existing rules.","Yes,Explain your opinion","Perhaps the ""alleged"" compensation could be used by the NCAA as a cover","No,Explain your opinion",No.  ALL citizens are entitled to their 1st Amendment Rights,,Agree,Moderately Disagree,Disagree,Completely Agree,Moderately Disagree,Completely Agree,,,,,,,,,,,,,,,,Racial Resentment Treatment
3/16/21 14:11,3/16/21 14:19,IP Address,*******,100,467,TRUE,3/16/21 14:19,R_3JyeIzGZmQuDRys,*******,*******,*******,*******,*******,*******,anonymous,EN,"Yes, I give my consent to be the subject of the research.",,,White,Female,27,"Some College, No Diploma",No,Yes,Democrat,Liberal,25k-50k,Yes,No,,No,Foreign Country,Neither Support Nor Oppose,Neither Support Nor Oppose,Strongly disagree,Strongly agree,Extremely Hardworking,Moderately Intelligent,No,Worse,Explain your opinion here.,"Black voter suppression, huge socioeconomic differences, educational divide",Extremely important,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,Yes,Yes,No,No,,Agree,Completely Agree,"Disagree,Explain your opinion.",Safety first,Completely Agree,Moderately Disagree,Completely Agree,Linked Fate Treatment
3/16/21 14:21,3/16/21 14:24,IP Address,*******,100,175,TRUE,3/16/21 14:24,R_3qD7bEDJJQJPoRX,*******,*******,*******,*******,*******,*******,anonymous,EN,"Yes, I give my consent to be the subject of the research.",,,White,Female,24,"Master's Degree (MS, MBA, MED)",No,Yes,Democrat,Liberal,25k-50k,No,No,,No,,Neither Support Nor Oppose,Neither Support Nor Oppose,Strongly disagree,Strongly agree,Extremely Hardworking,Extremely Intelligent,Yes,Worse,Yes,,Moderately important,,,,,,,Yes,,Yes,,No,Yes,,,Disagree,Moderately Disagree,Disagree,Completely Agree,Completely Disagree,Completely Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Race Neutral Control Group
3/16/21 14:26,3/16/21 14:29,IP Address,*******,100,207,TRUE,3/16/21 14:29,R_sGO5FCrbQRLzytH,*******,*******,*******,*******,*******,*******,anonymous,EN,"Yes, I give my consent to be the subject of the research.",,,"White,Hispanic/Latinx",Female,21,"Some College, No Diploma",No,Yes,Republican,Conservative,50k-100k,No,No,,No,Midwest,Somewhat Support,Somewhat Support,Strongly disagree,Neither agree nor disagree,Moderately Hardworking,Moderately Intelligent,Yes,Worse,Explain your opinion here.,I do not know of I am educated enough on this topic to answer this questions,Moderately important,Disagree,Completely Disagree,Disagree,Completely Disagree,Moderately Disagree,Moderately Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Retail Control Group
3/16/21 21:04,3/16/21 21:09,IP Address,*******,100,322,TRUE,3/16/21 21:09,R_1cS4zdKeuw42o4X,*******,*******,*******,*******,*******,*******,anonymous,EN,"Yes, I give my consent to be the subject of the research.",,,White,Female,22,Bachelor's Degree,Yes,Yes,Democrat,Moderate,100k-300k,No,No,,Yes,Northeast,Strongly Support,Somewhat Support,Strongly disagree,Somewhat agree,Extremely Hardworking,Extremely Intelligent,No,Worse,Explain your opinion here.,I am unsure ,Very important,,,,,,,No,,No,,No,No,,,Disagree,Completely Disagree,Disagree,Completely Agree,Completely Disagree,Completely Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Race Neutral Control Group
3/17/21 0:02,3/17/21 0:15,IP Address,*******,100,801,TRUE,3/17/21 0:15,R_1QyJMFrGIhsAPLG,*******,*******,*******,*******,*******,*******,anonymous,EN,"Yes, I give my consent to be the subject of the research.",,,White,Female,24,Bachelor's Degree,No,Yes,Democrat,Liberal,25k-50k,No,No,,No,Foreign Country,Neither Support Nor Oppose,Neither Support Nor Oppose,Strongly disagree,Somewhat agree,Extremely Hardworking,Extremely Intelligent,Yes,Worse,Explain your opinion here.,"Black Americans are marginalized  and suffer from systemic injustice. The system seems to be fair, but it fails to make everyone equal.",Moderately important,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,No,No,Yes,No,,Agree,Moderately Disagree,"Agree,Explain your opinion.",It is equally as difficult to preserve the anti-COVID precautionary measures during games as in everyday life.,Completely Agree,Completely Disagree,Moderately Disagree,Linked Fate Treatment
3/10/21 21:14,3/10/21 21:15,IP Address,*******,1,40,FALSE,3/17/21 22:15,R_3MPr7Zt568pBiIS,*******,*******,*******,*******,*******,*******,anonymous,EN,"Yes, I give my consent to be the subject of the research.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/10/21 21:25,3/10/21 21:27,IP Address,*******,23,115,FALSE,3/17/21 22:27,R_VJbR6fWvRzj5105,*******,*******,*******,*******,*******,*******,anonymous,EN,"Yes, I give my consent to be the subject of the research.",,,"White,Black or African-American",Female,22,Bachelor's Degree,,Yes,Democrat,Liberal,0k-24k,No,,,No,Northeast,Strongly Support,Neither Support Nor Oppose,Strongly disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/10/21 21:27,3/10/21 21:27,IP Address,*******,1,6,FALSE,3/17/21 22:27,R_1IGG4NydP37Ylr6,*******,*******,*******,*******,*******,*******,anonymous,EN,"Yes, I give my consent to be the subject of the research.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/10/21 21:31,3/10/21 21:31,IP Address,*******,1,29,FALSE,3/17/21 22:31,R_D8YKwGOdtQPv3Nf,*******,*******,*******,*******,*******,*******,anonymous,EN,"Yes, I give my consent to be the subject of the research.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/10/21 21:33,3/10/21 21:34,IP Address,*******,1,67,FALSE,3/17/21 22:34,R_TcPzrHXzLp2Xd7z,*******,*******,*******,*******,*******,*******,anonymous,EN,"Yes, I give my consent to be the subject of the research.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/10/21 21:36,3/10/21 21:36,IP Address,*******,1,9,FALSE,3/17/21 22:36,R_31mWEc1xyRAqC10,*******,*******,*******,*******,*******,*******,anonymous,EN,"Yes, I give my consent to be the subject of the research.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/10/21 22:08,3/10/21 22:10,IP Address,*******,18,81,FALSE,3/17/21 23:10,R_3dL0nJRIhQvLvUV,*******,*******,*******,*******,*******,*******,anonymous,EN,"Yes, I give my consent to be the subject of the research.",,,Black or African-American,Female,19,High School Degree or GED,,Yes,Democrat,Liberal,25k-50k,No,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/10/21 22:17,3/10/21 22:18,IP Address,*******,2,32,FALSE,3/17/21 23:18,R_9nW5wZSkeoEDSQV,*******,*******,*******,*******,*******,*******,anonymous,EN,"Yes, I give my consent to be the subject of the research.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/10/21 22:20,3/10/21 22:22,IP Address,*******,18,79,FALSE,3/17/21 23:22,R_3P842kMQT3w691B,*******,*******,*******,*******,*******,*******,anonymous,EN,"Yes, I give my consent to be the subject of the research.",,,,,,High School Degree or GED,,Yes,Democrat,Liberal,0k-24k,No,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/10/21 23:48,3/10/21 23:49,IP Address,*******,1,67,FALSE,3/18/21 0:49,R_3hFLMClfxyHrRr1,*******,*******,*******,*******,*******,*******,anonymous,EN,"Yes, I give my consent to be the subject of the research.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/10/21 23:59,3/11/21 0:02,IP Address,*******,23,160,FALSE,3/18/21 1:02,R_d0ToG7jOYV9lSs9,*******,*******,*******,*******,*******,*******,anonymous,EN,"Yes, I give my consent to be the subject of the research.",,,Black or African-American,Female,18,"Some College, No Diploma",,Yes,Democrat,Conservative,50k-100k,No,,,No,Northeast,Strongly Support,Somewhat Support,Strongly disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/11/21 2:56,3/11/21 2:59,IP Address,*******,27,215,FALSE,3/18/21 3:59,R_cZnvSc7JhCXIXhn,*******,*******,*******,*******,*******,*******,anonymous,EN,"Yes, I give my consent to be the subject of the research.",,,White,Female,37,"Master's Degree (MS, MBA, MED)",,Yes,Republican,Moderate,300k-500k,No,,,Yes,Northeast,Somewhat Support,Somewhat Support,Neither agree nor disagree,Neither agree nor disagree,Neutral,Extremely Intelligent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/11/21 4:38,3/11/21 4:39,IP Address,*******,1,71,FALSE,3/18/21 5:39,R_3QKOEF4Q7Z3EVd8,*******,*******,*******,*******,*******,*******,anonymous,EN,"Yes, I give my consent to be the subject of the research.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
