StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q14,Q114,Q114_1_TEXT,Q1,Q2,Q15,Q85,Q17,Q18,Q120,Q19,Q20,Q21,Q23,Q24,Q25,Q26,Q27,Q115,Q50,Q51,Q52,Q53,Q68,Q69,Q70,Q70_3_TEXT,Q71,Q34,Q93,Q37,Q95,Q87,Q92,Q40,Q40_3_TEXT,Q41,Q41_3_TEXT,Q111,Q42,Q42_3_TEXT,Q43,Q44,Q94,Q47,Q97,Q98,Q99,Q54,Q54_3_TEXT,Q55,Q55_3_TEXT,Q112,Q56,Q56_3_TEXT,Q57,Q57_3_TEXT,Q58,Q58_3_TEXT,Q59,Q59_3_TEXT,Q60,Q61,Q104,Q64,Q106,Q102,Q103,Q72,Q73,Q113,Q74,Q75,Q76,Q77,Q78,Q109,Q110,Q82,Q82_3_TEXT,Q101,Q107,Q108,Treatment Group
3/11/21 0:25,3/11/21 0:36,IP Address,*******,100,652,True,3/11/21 0:36,R_OOLwG2Fiyw42HgR,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,5f420d1c13ccec013f15fd32,White,Female,35,Bachelor's Degree,,Democrat,Yes,Liberal,25k-50k,No,,,No,Midwest,Strongly Support,Somewhat Support,Strongly disagree,Somewhat agree,Extremely Hardworking,Extremely Intelligent,No,Worse,No,,Very important,,,,,,,,,,,,,,,,,,,,,No,,No,,No,No,,No,,No,,No,,,Agree,Completely Disagree,Disagree,Completely Agree,Completely Disagree,Completely Agree,,,,,,,,,,,,,,,,Racial Resentment Treatment Group
3/11/21 0:30,3/11/21 0:36,IP Address,*******,100,328,True,3/11/21 0:36,R_Osea4OFpG9LYTM5,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,594425f07ccfd00001d3f462,Black or African-American,Male,24,Bachelor's Degree,,Democrat,Yes,Liberal,0k-24k,No,,,No,Southeast,Neither Support Nor Oppose,Neither Support Nor Oppose,Strongly disagree,Strongly agree,Extremely Hardworking,Extremely Intelligent,Yes,Worse,Yes,,Very important,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,No,Yes,Yes,Yes,,Agree,Neither Agree Nor Disagree,Disagree,,Completely Agree,Completely Disagree,Completely Agree,Linked Fate Treatment Group
3/11/21 0:18,3/11/21 0:36,IP Address,*******,100,1069,True,3/11/21 0:36,R_2YRNIUlAFsLOGpY,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,5db6f5c8c5ffeb000ac7cfb2,Asian or Asian American,Female,44,Bachelor's Degree,,Republican,Yes,Conservative,51k-100k,No,,,No,West Coast,Somewhat Support,Somewhat Support,Strongly disagree,Strongly agree,Marginally Hardworking,Extremely Intelligent,Yes,Worse,Explain your opinion here.,There is unspoken/ subtle racism as well as blatant racism around every corner that black people have to overcome.  It's exhausting and I think many of them have given up hope.,Moderately important,,,,,,,,,,,,,,,,,,,,,"No,Explain your opinion",I think that these kinds of things happen all the time 'under the table' with white families and everyone turns a blind eye.  Only certain groups of people are investigated more thoroughly (due to racism).,No,,No,No,,"No,Explain your opinion",Lots of Universities take donations from wealthy families and even name school building after them--how is this situation any different from that?,Yes,,No,,,Agree,Neither Agree Nor Disagree,Disagree,Completely Agree,Completely Disagree,Moderately Agree,,,,,,,,,,,,,,,,Racial Resentment Treatment Group
3/11/21 0:25,3/11/21 0:36,IP Address,*******,100,685,True,3/11/21 0:36,R_1jfVQ7VrTXlJmRs,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,5d20,White,Male,69,High School Degree or GED,,Republican,Yes,Conservative,25k-50k,No,,,No,Southeast,Somewhat Support,Neither Support Nor Oppose,Strongly agree,Somewhat disagree,Moderately Hardworking,Extremely Intelligent,Yes,Same,No,,Moderately important,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,Yes,Yes,No,Yes,None,Agree,Moderately Disagree,Explain your opinion.,Don't know,Neither Agree Nor Disagree,Moderately Agree,Moderately Agree,Linked Fate Treatment Group
3/11/21 0:24,3/11/21 0:36,IP Address,*******,100,755,True,3/11/21 0:36,R_vAhscf0r3tr6xwd,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,5fb608dd0aef3d0539ddfa91,White,Female,20,"Some College, No Diploma",,Democrat,Yes,Liberal,500k+,No,,,No,Midwest,Neither Support Nor Oppose,Neither Support Nor Oppose,Strongly disagree,Strongly agree,Moderately Hardworking,Moderately Intelligent,Yes,Worse,Yes,,Moderately important,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,No,No,,Yes,,Yes,,No,,,Agree,Moderately Agree,Disagree,Completely Agree,Completely Disagree,Completely Agree,,,,,,,,,,,,,,,,Racial Resentment Treatment Group
3/11/21 0:11,3/11/21 0:37,IP Address,*******,100,1530,True,3/11/21 0:37,R_RKvP7R1zTXX02bL,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,5dae25fc2e361800135fbd02,White,Female,58,"Master's Degree (MS, MBA, MED)",,Democrat,Yes,Liberal,51k-100k,No,,,No,West Coast,Somewhat Support,Somewhat Support,Somewhat disagree,Somewhat agree,Moderately Hardworking,Moderately Intelligent,No,Better,No,,Moderately important,,,,,,,Yes,,Yes,,No,Yes,,,Agree,Neither Agree Nor Disagree,Disagree,Moderately Agree,Neither Agree Nor Disagree,Completely Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Race Neutral Control Group
3/11/21 0:16,3/11/21 0:37,IP Address,*******,100,1204,True,3/11/21 0:37,R_bCN7Osnc4onMgCd,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,6035a9101015046a77be27b2,White,Male,38,"Some High School, No Diploma",,Independent,Rather not say,Moderate,0k-24k,No,,,No,Southeast,Neither Support Nor Oppose,Neither Support Nor Oppose,Somewhat disagree,Strongly agree,Neutral,Neutral,No,Worse,Yes,,Very important,,,,,,,"Yes,Explain your opinion.",If I was understanding the story right it seems like he got multiple large donations that was funneled through his father's business,"Yes,Explain your opinion",I think if an investigation is done and he is found guilty of taking money then it is fair as long as any other player getting caught doing something similar getshms,No,"Yes,Explain your opinion",I think if it was proven that he took money there should be consequences. If he is willing to take money and break the rules now what would be stopping him from possibly taking a bribe and purposely playing bad for-profit once he is a professional.,I am from Tennessee but I honestly do not follow sports at all so I do not know who this player is. ,Disagree,Completely Disagree,Disagree,Completely Agree,Completely Disagree,Completely Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Race Neutral Control Group
3/11/21 0:28,3/11/21 0:37,IP Address,*******,100,511,True,3/11/21 0:37,R_2w6PRfWj5ezX5f4,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,5ef6ba4c1c41193 beea7eb97,Asian or Asian American,Female,73,Bachelor's Degree,,Democrat,Yes,Conservative,51k-100k,No,,,No,West Coast,Neither Support Nor Oppose,Somewhat Oppose,Somewhat disagree,Neither agree nor disagree,Moderately Hardworking,Extremely Intelligent,Yes,Worse,Yes,,Moderately important,Disagree,Moderately Disagree,Disagree,Moderately Agree,Neither Agree Nor Disagree,Completely Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Retail Control Group
3/11/21 0:32,3/11/21 0:37,IP Address,*******,100,304,True,3/11/21 0:37,R_1kNbS0zvNCQXMsq,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,5fe995c5bb7b293f3520cbc3,Asian or Asian American,Female,23,Bachelor's Degree,,Democrat,Yes,Liberal,25k-50k,No,,,No,West Coast,Neither Support Nor Oppose,Neither Support Nor Oppose,Strongly disagree,Strongly agree,Extremely Hardworking,Extremely Intelligent,Yes,Worse,Yes,,Very important,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,Yes,Yes,No,No,,Disagree,Moderately Agree,Disagree,,Completely Agree,Moderately Disagree,Completely Agree,Linked Fate Treatment Group
3/11/21 0:23,3/11/21 0:37,IP Address,*******,100,856,True,3/11/21 0:37,R_1eVnHzew8SOBxG9,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,5ec99c80d402d64ce088be18,Asian or Asian American,Male,28,Bachelor's Degree,,Republican,Yes,Conservative,300k-500k,No,,,No,Southwest,Somewhat Support,Somewhat Support,Strongly agree,Neither agree nor disagree,Marginally Lazy,Neutral,No,Worse,Explain your opinion here.,"Everyone has equal opportunity to succeed in the U.S. if they work hard and make good decisions. There are no laws that hurt Black Americans today. In fact, they only help them more because of affirmative action policies. ",Moderately important,,,,,,,,,,,,,,,,,,,,,"Yes,Explain your opinion",He clearly did criminal activities and has unethical family connections in the sports scene. ,"Yes,Explain your opinion",He has violated the NCAA terms of not being able to get paid. It is fair for him to be suspended. There are many more honest and excellent athletes.,No,"Yes,Explain your opinion","Even though he's a stellar athlete, he should have been honest. We shouldn't encourage this behavior.","Yes,Explain your opinion","He wasn't allowed to be compensated and he knew what he signed up for, but he was dishonest and was compensated.","No,Explain your opinion",His stances on social issues don't matter. He clearly did something wrong and his reputation on social consciousness doesn't mitigate that.,"Yes,Explain your opinion",While it is okay to express his opinion. It is not wise to and would damage his athletic career. ,n/a,Disagree,Moderately Disagree,Disagree,Moderately Agree,Moderately Agree,Moderately Agree,,,,,,,,,,,,,,,,Racial Resentment Treatment Group
3/11/21 0:25,3/11/21 0:37,IP Address,*******,100,741,True,3/11/21 0:37,R_28GIdzZ1vwFCN09,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,5f6f738fef894f0dbf9839f8,White,Male,31,"Master's Degree (MS, MBA, MED)",,Republican,Yes,Moderate,300k-500k,No,,,No,West Coast,Somewhat Support,Somewhat Support,Strongly agree,Strongly disagree,Moderately Lazy,Marginally Unintelligent,Yes,Worse,No,,Slightly important,Agree,Moderately Disagree,Agree,Completely Disagree,Moderately Agree,Neither Agree Nor Disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Retail Control Group
3/11/21 0:20,3/11/21 0:37,IP Address,*******,100,1039,True,3/11/21 0:38,R_3HMTa4ZeD3jqcjJ,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,5f417c68f81466334881ed0c,White,Male,37,"Master's Degree (MS, MBA, MED)",,Democrat,Yes,Moderate,51k-100k,No,,,No,West Coast,Neither Support Nor Oppose,Neither Support Nor Oppose,Neither agree nor disagree,Somewhat agree,Moderately Hardworking,Neutral,Yes,Worse,No,,Moderately important,Disagree,Moderately Agree,Agree,Neither Agree Nor Disagree,Moderately Agree,Moderately Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Retail Control Group
3/11/21 0:21,3/11/21 0:38,IP Address,*******,100,995,True,3/11/21 0:38,R_2qf9p276xZNhid8,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,6036b0ed3d54aab7c5dc3c04,White,Male,24,Bachelor's Degree,,Democrat,Yes,Liberal,300k-500k,No,,,No,West Coast,Neither Support Nor Oppose,Somewhat Oppose,Strongly disagree,Strongly agree,Moderately Hardworking,Moderately Intelligent,Yes,Worse,Yes,,Very important,Agree,Neither Agree Nor Disagree,Disagree,Completely Agree,Completely Disagree,Completely Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Retail Control Group
3/11/21 0:28,3/11/21 0:38,IP Address,*******,100,575,True,3/11/21 0:38,R_1etKwJWFArOQrwk,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,5ddc2ee14524e7b8ce23cf4c,"White,Other",Other,39,Bachelor's Degree,,Democrat,Yes,Liberal,25k-50k,No,,,No,West Coast,Neither Support Nor Oppose,Neither Support Nor Oppose,Strongly disagree,Strongly agree,Extremely Hardworking,Extremely Intelligent,Yes,Worse,Yes,,Extremely important,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,Yes,Yes,Yes,No,No,Agree,Completely Agree,Disagree,,Completely Agree,Completely Disagree,Completely Agree,Linked Fate Treatment Group
3/11/21 0:15,3/11/21 0:38,IP Address,*******,100,1352,True,3/11/21 0:38,R_2sR6eStFq8MVN5G,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,5fe05b499bf07d8f568c8fd6,White,Male,31,Bachelor's Degree,,Republican,Yes,Conservative,51k-100k,No,,,No,Southeast,Somewhat Support,Somewhat Support,Neither agree nor disagree,Somewhat agree,Moderately Hardworking,Moderately Intelligent,Yes,Same,Yes,,Slightly important,,,,,,,No,,No,,No,No,,No,Agree,Neither Agree Nor Disagree,Agree,Moderately Agree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Race Neutral Control Group
3/11/21 0:29,3/11/21 0:38,IP Address,*******,100,535,True,3/11/21 0:38,R_2eVYpDEmlspjIJ6,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,5f524e7407f3574c7f05fa45,Asian or Asian American,Male,31,"Master's Degree (MS, MBA, MED)",,Independent,Yes,Liberal,51k-100k,No,,,No,Northeast,Neither Support Nor Oppose,Neither Support Nor Oppose,Strongly disagree,Strongly agree,Extremely Hardworking,Extremely Intelligent,Yes,Worse,Yes,,Extremely important,Agree,Moderately Agree,Disagree,Completely Agree,Moderately Disagree,Completely Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Retail Control Group
3/11/21 0:29,3/11/21 0:38,IP Address,*******,100,558,True,3/11/21 0:38,R_9N8NyJIScRU3fe9,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,58a202ac66e4640001c52bfd,Hispanic/Latinx,Male,51,Bachelor's Degree,,Independent,Yes,Moderate,51k-100k,No,,,No,West Coast,Neither Support Nor Oppose,Neither Support Nor Oppose,Somewhat agree,Somewhat disagree,Marginally Lazy,Neutral,No,Worse,Explain your opinion here.,The American system is largely merit-based. Asians exemplify an ethnic minority that can succeed due to hard-work overcoming similar obstacles as blacks.,Moderately important,,,,,,,"Yes,Explain your opinion.","Maybe. Let it be proven. Otherwise, reinstate him.","Yes,Explain your opinion",Everyone has to follow the rules.,No,"Yes,Explain your opinion",The rules are preset. He knows it going in. Did he think he's above the rules?,,Disagree,Moderately Disagree,Disagree,Moderately Agree,Neither Agree Nor Disagree,Moderately Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Race Neutral Control Group
3/11/21 0:10,3/11/21 0:38,IP Address,*******,100,1725,True,3/11/21 0:38,R_1fj8S1KIxXCc6ns,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,5e85088b3f06400f3f75e21f,White,Male,32,Associate's Degree,,Democrat,Yes,Liberal,25k-50k,No,,,No,Southeast,Strongly Support,Neither Support Nor Oppose,Strongly disagree,Strongly agree,Marginally Hardworking,Moderately Intelligent,No,Worse,Yes,,Very important,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,No,No,,Yes,,No,,No,,,Agree,Completely Agree,Disagree,Completely Agree,Moderately Disagree,Moderately Agree,,,,,,,,,,,,,,,,Racial Resentment Treatment Group
3/11/21 0:28,3/11/21 0:39,IP Address,*******,100,640,True,3/11/21 0:39,R_1EjnYSqTDfZPITB,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,5e6fd3293c76d25a3ca8b384,White,Male,50,"Master's Degree (MS, MBA, MED)",,Democrat,Yes,Liberal,51k-100k,No,,,No,Northeast,Strongly Support,Strongly Support,Somewhat agree,Somewhat agree,Extremely Hardworking,Extremely Intelligent,Yes,Same,No,,Not at all important,Disagree,Completely Disagree,Disagree,Moderately Disagree,Moderately Agree,Completely Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Retail Control Group
3/11/21 0:24,3/11/21 0:39,IP Address,*******,100,884,True,3/11/21 0:39,R_ptmuETOtwyoCBCp,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,602f97fee3b7eac9f70d886d,White,Male,37,Bachelor's Degree,,Republican,Yes,Conservative,51k-100k,No,,,Yes,Southeast,Somewhat Support,Strongly Support,Neither agree nor disagree,Somewhat agree,Moderately Hardworking,Moderately Intelligent,No,Same,No,,Moderately important,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,Yes,Yes,No,No,,Agree,Moderately Disagree,Disagree,,Completely Agree,Moderately Disagree,Neither Agree Nor Disagree,Linked Fate Treatment Group
3/11/21 0:32,3/11/21 0:39,IP Address,*******,100,433,True,3/11/21 0:39,R_2EuvkCKQymwJ9rR,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,60010c46242ea22454d02ba3,Asian or Asian American,Male,21,Associate's Degree,,Democrat,Yes,Liberal,51k-100k,No,,,No,Southeast,Neither Support Nor Oppose,Neither Support Nor Oppose,Somewhat disagree,Somewhat agree,Marginally Hardworking,Neutral,Yes,Worse,,,Extremely important,,,,,,,Yes,,Yes,,No,Yes,,,Agree,Completely Agree,Disagree,Moderately Agree,Neither Agree Nor Disagree,Completely Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Race Neutral Control Group
3/11/21 0:21,3/11/21 0:40,IP Address,*******,100,1138,True,3/11/21 0:40,R_1LHFuuPfg1BUgbv,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,5fbe0983bb675f29dde28b82,White,Male,59,Associate's Degree,,Independent,Yes,Moderate,0k-24k,No,,,No,Midwest,Strongly Support,Somewhat Oppose,Strongly disagree,Strongly agree,Extremely Hardworking,Extremely Intelligent,No,Worse,Yes,,Not at all important,,,,,,,Yes,,No,,No,No,,None thanks ,Agree,Completely Agree,Agree,Completely Agree,Moderately Disagree,Moderately Disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Race Neutral Control Group
3/11/21 0:28,3/11/21 0:40,IP Address,*******,100,730,True,3/11/21 0:40,R_1LA6cuEgcHlalUa,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,5fe9d36d91948a44a5a02168,White,Male,26,"Master's Degree (MS, MBA, MED)",,Democrat,Rather not say,Liberal,51k-100k,No,,,No,Northeast,Neither Support Nor Oppose,Somewhat Support,Somewhat disagree,Somewhat agree,Extremely Hardworking,Extremely Intelligent,No,Worse,Yes,,Not at all important,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,Yes,No,,Disagree,Moderately Disagree,Disagree,,Completely Agree,Completely Disagree,Completely Agree,Linked Fate Treatment Group
3/11/21 0:31,3/11/21 0:40,IP Address,*******,100,561,True,3/11/21 0:40,R_3LX5v2tjreHOyC0,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,5b0495e0b98c410001adb589,"White,Hispanic/Latinx",Female,27,"Some College, No Diploma",,Democrat,Yes,Liberal,0k-24k,No,,,No,West Coast,Neither Support Nor Oppose,Neither Support Nor Oppose,Strongly disagree,Somewhat agree,Moderately Hardworking,Moderately Intelligent,Yes,Worse,Yes,,Very important,,,,,,,,,,,,,,,,,,,,,No,,No,,No,No,,Yes,,No,,No,,,Disagree,Neither Agree Nor Disagree,Disagree,Completely Agree,Completely Disagree,Completely Agree,,,,,,,,,,,,,,,,Racial Resentment Treatment Group
3/11/21 0:33,3/11/21 0:40,IP Address,*******,100,449,True,3/11/21 0:40,R_1rMI5cvBW5VjyRX,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,564fe6921b3cda000d544cab,White,Female,35,"Some College, No Diploma",,Independent,Yes,Moderate,25k-50k,No,,,No,Northwest,Neither Support Nor Oppose,Neither Support Nor Oppose,Somewhat disagree,Somewhat agree,Neutral,Neutral,Yes,Same,No,,Moderately important,Agree,Moderately Disagree,Agree,Moderately Agree,Moderately Disagree,Moderately Disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Retail Control Group
3/11/21 0:11,3/11/21 0:40,IP Address,*******,100,1734,True,3/11/21 0:40,R_1Qg7H4RRIEz1nNU,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,603df6ba547db41f5a0cdd53,Black or African-American,Male,36,"Master's Degree (MS, MBA, MED)",,Republican,Yes,Conservative,51k-100k,Yes,,,No,West Coast,Neither Support Nor Oppose,Somewhat Support,Strongly agree,Somewhat disagree,Extremely Hardworking,Extremely Intelligent,Yes,Same,No,,Extremely important,,,,,,,Yes,,Yes,,No,No,,,Agree,Neither Agree Nor Disagree,Agree,Completely Agree,Neither Agree Nor Disagree,Completely Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Race Neutral Control Group
3/11/21 0:35,3/11/21 0:40,IP Address,*******,100,322,True,3/11/21 0:40,R_6V8s8UU97adyj5L,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,5fe53228a4d8243510cf2a0d,Asian or Asian American,Prefer Not to Say,19,"Some College, No Diploma",,Democrat,Yes,Liberal,51k-100k,No,,,No,Southwest,Somewhat Support,Somewhat Oppose,Strongly disagree,Strongly agree,Moderately Hardworking,Moderately Intelligent,Yes,Worse,Explain your opinion here.,"I would say it is more set up the make poor people fail. However, due to historical discrimination and socioeconomic factors, black people tend to be poorer.",Moderately important,Agree,Neither Agree Nor Disagree,Disagree,Moderately Agree,Moderately Disagree,Completely Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Retail Control Group
3/11/21 0:35,3/11/21 0:41,IP Address,*******,100,322,True,3/11/21 0:41,R_2f422PhKFdhLvSV,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,5b4ccba2e893120001247e9e,Asian or Asian American,Male,25,"Some College, No Diploma",,Independent,Yes,Moderate,25k-50k,No,,,No,West Coast,Somewhat Support,Neither Support Nor Oppose,Somewhat disagree,Somewhat agree,Neutral,Neutral,Yes,Worse,No,,Moderately important,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,No,Yes,,Yes,,No,,No,,,Agree,Moderately Agree,Disagree,Completely Agree,Neither Agree Nor Disagree,Moderately Agree,,,,,,,,,,,,,,,,Racial Resentment Treatment Group
3/11/21 0:28,3/11/21 0:41,IP Address,*******,100,760,True,3/11/21 0:41,R_1hL0rODYcVE3Rv0,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,5b2465d4007d870001c7926a,White,Male,45,Bachelor's Degree,,Republican,Yes,Conservative,51k-100k,No,,,Yes,West Coast,Somewhat Support,Somewhat Support,Strongly disagree,Strongly agree,Moderately Hardworking,Moderately Intelligent,Yes,Worse,No,,Not at all important,,,,,,,Yes,,Yes,,No,Yes,,,Disagree,Completely Disagree,Agree,Moderately Disagree,Moderately Agree,Completely Disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Race Neutral Control Group
3/11/21 0:20,3/11/21 0:41,IP Address,*******,100,1279,True,3/11/21 0:41,R_BKxXlaR7BOBBHpf,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,6039cbd8171365556d290ec6,White,Female,28,Bachelor's Degree,,Democrat,Yes,Liberal,25k-50k,No,,,Yes,Southeast,Neither Support Nor Oppose,Somewhat Support,Somewhat disagree,Strongly disagree,Moderately Hardworking,Extremely Intelligent,Yes,Worse,No,,Slightly important,,,,,,,,,,,,,,,,,,,,,No,,No,,No,No,,"Yes,No",,No,,No,,"No, I don't",Disagree,Moderately Disagree,Disagree,Completely Agree,Moderately Disagree,Moderately Agree,,,,,,,,,,,,,,,,Racial Resentment Treatment Group
3/11/21 0:35,3/11/21 0:41,IP Address,*******,100,382,True,3/11/21 0:41,R_2dAZBGRCpx3hcq8,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,5fcc39852a1049a8935d0393,White,Male,53,High School Degree or GED,,Republican,Yes,Conservative,25k-50k,No,,,No,Northeast,Strongly Oppose,Strongly Oppose,Somewhat agree,Strongly disagree,Marginally Hardworking,Moderately Intelligent,No,Same,No,,Not at all important,Disagree,Completely Disagree,Agree,Completely Disagree,Completely Disagree,Completely Disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Retail Control Group
3/11/21 0:23,3/11/21 0:42,IP Address,*******,100,1092,True,3/11/21 0:42,R_3PpCiyThHpIPmwl,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,559b1e92fdf99b426abb6227,White,Male,41,High School Degree or GED,,Independent,Yes,Moderate,51k-100k,No,,,No,Northeast,Neither Support Nor Oppose,Neither Support Nor Oppose,Neither agree nor disagree,Somewhat disagree,Neutral,Neutral,Yes,Worse,Explain your opinion here.,"The American political system is set up to see ALL common Americans stay where they are, at best (economically speaking)",Not at all important,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,Yes,Yes,No,No,This entire premise is a complete joke. It's such a shame that most higher education institututions are now little more than Marxist indoctrination centers. Best of luck to you in your research.,Disagree,Completely Disagree,Explain your opinion.,"Athletes should be encouraged to live a lifestyle necessary to strengthen their immune systems (proper rest, nutrition, cut out alcohol, sugar, etc) to the point of rendering most viral infections moot. But even gov't health experts don't bother to tell the public that there are countless ways to naturally strengthen ones immune system, so why would anybody else?  In any case, students should have the choice whether to compete or not.",Neither Agree Nor Disagree,Moderately Agree,Neither Agree Nor Disagree,Linked Fate Treatment Group
3/11/21 0:28,3/11/21 0:42,IP Address,*******,100,851,True,3/11/21 0:42,R_1PcJi3gvSWBauKW,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,56fb36ca34a0d3000b1a5701,"White,Hispanic/Latinx",Female,53,Bachelor's Degree,,Democrat,Yes,Liberal,51k-100k,Yes,,,No,West Coast,Strongly Support,Neither Support Nor Oppose,Strongly disagree,Strongly agree,Moderately Hardworking,Extremely Intelligent,Yes,Worse,Explain your opinion here.,"the lack of voting rights, gerrymandering",Extremely important,,,,,,,"No,Explain your opinion.","I think his family had plenty of money to give him, he didn't more","No,Explain your opinion",It doesn't appear that they have evidence,No,"No,Explain your opinion",wouldn't be fair,no,Disagree,Neither Agree Nor Disagree,Disagree,Completely Agree,Completely Disagree,Moderately Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Race Neutral Control Group
